Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
09/27/2023,01/01/2020,09/23/2023,TN,Wilson County,2,47,189,47189,Distribution of COVID-19 deaths (%),4282,381,0.882,0.1,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TN,Wilson County,2,47,189,47189,Distribution of population (%),4282,381,0.834,0.075,0.003,0.019,0.001,0.049,0.019,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Anderson County,5,48,1,48001,Distribution of all-cause deaths (%),2295,229,0.762,0.147,,,,0.085,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Anderson County,5,48,1,48001,Distribution of COVID-19 deaths (%),2295,229,0.738,0.148,,,,0.114,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Anderson County,5,48,1,48001,Distribution of population (%),2295,229,0.58,0.211,0.004,0.007,0.001,0.183,0.014,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Angelina County,5,48,5,48005,Distribution of all-cause deaths (%),4588,627,0.781,0.146,,,,0.069,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Angelina County,5,48,5,48005,Distribution of COVID-19 deaths (%),4588,627,0.71,0.142,,,,0.142,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Angelina County,5,48,5,48005,Distribution of population (%),4588,627,0.597,0.15,0.003,0.009,0,0.229,0.012,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Atascosa County,2,48,13,48013,Distribution of all-cause deaths (%),1555,177,0.496,0.008,,,,0.491,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Atascosa County,2,48,13,48013,Distribution of COVID-19 deaths (%),1555,177,0.328,,,,,0.638,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Atascosa County,2,48,13,48013,Distribution of population (%),1555,177,0.322,0.009,0.004,0.004,0.001,0.653,0.008,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Bee County,5,48,25,48025,Distribution of all-cause deaths (%),937,101,0.423,0.018,,,,0.555,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Bee County,5,48,25,48025,Distribution of COVID-19 deaths (%),937,101,0.277,,,,,0.713,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Bee County,5,48,25,48025,Distribution of population (%),937,101,0.304,0.082,0.003,0.006,0,0.597,0.008,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Bell County,3,48,27,48027,Distribution of all-cause deaths (%),13238,1450,0.666,0.175,0.002,0.02,0.007,0.124,0.007,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Bell County,3,48,27,48027,Distribution of COVID-19 deaths (%),13238,1450,0.632,0.166,,0.019,0.009,0.169,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Bell County,3,48,27,48027,Distribution of population (%),13238,1450,0.439,0.224,0.004,0.029,0.007,0.259,0.037,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Bexar County,1,48,29,48029,Distribution of all-cause deaths (%),73016,9359,0.413,0.073,0.001,0.013,0.001,0.496,0.003,Large central metro,
09/27/2023,01/01/2020,09/23/2023,TX,Bexar County,1,48,29,48029,Distribution of COVID-19 deaths (%),73016,9359,0.281,0.047,,0.009,,0.659,0.001,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Bexar County,1,48,29,48029,Distribution of population (%),73016,9359,0.266,0.075,0.002,0.03,0.001,0.609,0.016,Large central metro,
09/27/2023,01/01/2020,09/23/2023,TX,Bowie County,4,48,37,48037,Distribution of all-cause deaths (%),6712,977,0.757,0.22,0.002,0.003,,0.016,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Bowie County,4,48,37,48037,Distribution of COVID-19 deaths (%),6712,977,0.751,0.216,,,,0.027,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Bowie County,4,48,37,48037,Distribution of population (%),6712,977,0.627,0.251,0.007,0.012,0.001,0.081,0.021,Small metro,
09/27/2023,01/01/2020,09/23/2023,TX,Brazoria County,2,48,39,48039,Distribution of all-cause deaths (%),9184,804,0.608,0.211,0.001,0.023,,0.155,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Brazoria County,2,48,39,48039,Distribution of COVID-19 deaths (%),9184,804,0.429,0.259,,0.029,,0.279,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Brazoria County,2,48,39,48039,Distribution of population (%),9184,804,0.443,0.149,0.003,0.07,0,0.318,0.016,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Brazos County,4,48,41,48041,Distribution of all-cause deaths (%),6699,889,0.735,0.138,,0.008,,0.116,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Brazos County,4,48,41,48041,Distribution of COVID-19 deaths (%),6699,889,0.638,0.156,,,,0.195,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Brazos County,4,48,41,48041,Distribution of population (%),6699,889,0.548,0.108,0.003,0.06,0.001,0.265,0.016,Small metro,
09/27/2023,01/01/2020,09/23/2023,TX,Brown County,5,48,49,48049,Distribution of all-cause deaths (%),2083,243,0.886,0.027,,,,0.082,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Brown County,5,48,49,48049,Distribution of COVID-19 deaths (%),2083,243,0.827,,,,,0.14,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Brown County,5,48,49,48049,Distribution of population (%),2083,243,0.706,0.037,0.005,0.007,0,0.231,0.014,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Burnet County,6,48,53,48053,Distribution of all-cause deaths (%),1955,197,0.922,0.009,,,,0.06,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Burnet County,6,48,53,48053,Distribution of COVID-19 deaths (%),1955,197,0.848,,,,,0.132,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Burnet County,6,48,53,48053,Distribution of population (%),1955,197,0.732,0.017,0.006,0.009,0.001,0.225,0.011,Noncore,
09/27/2023,01/01/2020,09/23/2023,TX,Cameron County,3,48,61,48061,Distribution of all-cause deaths (%),14625,2564,0.197,0.003,,0.003,,0.795,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Cameron County,3,48,61,48061,Distribution of COVID-19 deaths (%),14625,2564,0.108,,,,,0.888,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Cameron County,3,48,61,48061,Distribution of population (%),14625,2564,0.085,0.004,0.001,0.007,0,0.901,0.002,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Cherokee County,5,48,73,48073,Distribution of all-cause deaths (%),1762,198,0.797,0.132,,,,0.066,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Cherokee County,5,48,73,48073,Distribution of COVID-19 deaths (%),1762,198,0.758,0.126,,,,0.111,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Cherokee County,5,48,73,48073,Distribution of population (%),1762,198,0.597,0.138,0.003,0.005,0,0.24,0.016,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Collin County,1,48,85,48085,Distribution of all-cause deaths (%),27297,2892,0.75,0.093,0.003,0.066,0.001,0.084,0.003,Large central metro,
09/27/2023,01/01/2020,09/23/2023,TX,Collin County,1,48,85,48085,Distribution of COVID-19 deaths (%),27297,2892,0.667,0.1,0.004,0.069,,0.158,,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Collin County,1,48,85,48085,Distribution of population (%),27297,2892,0.538,0.108,0.004,0.169,0.001,0.156,0.024,Large central metro,
09/27/2023,01/01/2020,09/23/2023,TX,Comal County,2,48,91,48091,Distribution of all-cause deaths (%),5987,607,0.8,0.017,,0.006,,0.174,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Comal County,2,48,91,48091,Distribution of COVID-19 deaths (%),5987,607,0.626,,,,,0.359,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Comal County,2,48,91,48091,Distribution of population (%),5987,607,0.66,0.026,0.003,0.013,0.001,0.284,0.014,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Cooke County,5,48,97,48097,Distribution of all-cause deaths (%),1392,118,0.916,0.027,,,,0.048,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Cooke County,5,48,97,48097,Distribution of COVID-19 deaths (%),1392,118,0.941,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Cooke County,5,48,97,48097,Distribution of population (%),1392,118,0.744,0.033,0.009,0.009,0,0.189,0.016,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Coryell County,3,48,99,48099,Distribution of all-cause deaths (%),1630,117,0.815,0.094,,0.013,0.006,0.061,0.007,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Coryell County,3,48,99,48099,Distribution of COVID-19 deaths (%),1630,117,0.838,,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Coryell County,3,48,99,48099,Distribution of population (%),1630,117,0.567,0.166,0.006,0.021,0.008,0.196,0.036,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Dallas County,1,48,113,48113,Distribution of all-cause deaths (%),75171,7640,0.502,0.28,0.002,0.028,0.001,0.185,0.003,Large central metro,
09/27/2023,01/01/2020,09/23/2023,TX,Dallas County,1,48,113,48113,Distribution of COVID-19 deaths (%),75171,7640,0.375,0.262,0.003,0.028,,0.33,0.002,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Dallas County,1,48,113,48113,Distribution of population (%),75171,7640,0.279,0.228,0.003,0.067,0,0.408,0.015,Large central metro,
09/27/2023,01/01/2020,09/23/2023,TX,Denton County,2,48,121,48121,Distribution of all-cause deaths (%),18152,1747,0.8,0.075,0.002,0.037,0.001,0.082,0.003,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Denton County,2,48,121,48121,Distribution of COVID-19 deaths (%),18152,1747,0.73,0.081,,0.037,,0.148,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Denton County,2,48,121,48121,Distribution of population (%),18152,1747,0.567,0.109,0.004,0.1,0.001,0.196,0.023,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Ector County,4,48,135,48135,Distribution of all-cause deaths (%),6194,993,0.522,0.049,0.003,0.006,,0.416,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Ector County,4,48,135,48135,Distribution of COVID-19 deaths (%),6194,993,0.369,0.045,,,,0.578,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Ector County,4,48,135,48135,Distribution of population (%),6194,993,0.294,0.045,0.004,0.011,0.002,0.634,0.01,Small metro,
09/27/2023,01/01/2020,09/23/2023,TX,Ellis County,2,48,139,48139,Distribution of all-cause deaths (%),5130,513,0.757,0.126,0.002,0.004,,0.108,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Ellis County,2,48,139,48139,Distribution of COVID-19 deaths (%),5130,513,0.647,0.129,,,,0.214,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Ellis County,2,48,139,48139,Distribution of population (%),5130,513,0.573,0.126,0.004,0.008,0.001,0.274,0.015,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,El Paso County,3,48,141,48141,Distribution of all-cause deaths (%),29612,4580,0.196,0.025,0.002,0.006,0.001,0.766,0.005,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,El Paso County,3,48,141,48141,Distribution of COVID-19 deaths (%),29612,4580,0.11,0.016,0.002,0.003,,0.867,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,El Paso County,3,48,141,48141,Distribution of population (%),29612,4580,0.116,0.032,0.003,0.012,0.002,0.828,0.009,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Fort Bend County,2,48,157,48157,Distribution of all-cause deaths (%),15066,1275,0.482,0.224,0.001,0.121,,0.167,0.004,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Fort Bend County,2,48,157,48157,Distribution of COVID-19 deaths (%),15066,1275,0.376,0.191,,0.122,,0.307,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Fort Bend County,2,48,157,48157,Distribution of population (%),15066,1275,0.31,0.207,0.002,0.212,0,0.25,0.018,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Galveston County,2,48,167,48167,Distribution of all-cause deaths (%),11598,1069,0.663,0.166,0.001,0.017,,0.151,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Galveston County,2,48,167,48167,Distribution of COVID-19 deaths (%),11598,1069,0.484,0.174,,0.022,,0.317,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Galveston County,2,48,167,48167,Distribution of population (%),11598,1069,0.562,0.126,0.004,0.034,0.001,0.257,0.016,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Gillespie County,5,48,171,48171,Distribution of all-cause deaths (%),1420,123,0.925,,,,,0.069,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Gillespie County,5,48,171,48171,Distribution of COVID-19 deaths (%),1420,123,0.911,,,,,0.089,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Gillespie County,5,48,171,48171,Distribution of population (%),1420,123,0.738,0.004,0.004,0.005,0.001,0.241,0.007,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Gray County,5,48,179,48179,Distribution of all-cause deaths (%),925,127,0.897,0.018,,,,0.077,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Gray County,5,48,179,48179,Distribution of COVID-19 deaths (%),925,127,0.764,,,,,0.213,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Gray County,5,48,179,48179,Distribution of population (%),925,127,0.616,0.051,0.008,0.006,0,0.302,0.018,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Grayson County,4,48,181,48181,Distribution of all-cause deaths (%),7607,1029,0.899,0.049,0.014,0.003,,0.033,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Grayson County,4,48,181,48181,Distribution of COVID-19 deaths (%),7607,1029,0.863,0.042,0.029,,,0.056,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Grayson County,4,48,181,48181,Distribution of population (%),7607,1029,0.744,0.059,0.014,0.014,0.001,0.144,0.025,Small metro,
09/27/2023,01/01/2020,09/23/2023,TX,Gregg County,4,48,183,48183,Distribution of all-cause deaths (%),8172,1253,0.757,0.193,0.001,0.004,,0.042,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Gregg County,4,48,183,48183,Distribution of COVID-19 deaths (%),8172,1253,0.727,0.178,,0.009,,0.081,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Gregg County,4,48,183,48183,Distribution of population (%),8172,1253,0.567,0.204,0.004,0.013,0,0.193,0.018,Small metro,
09/27/2023,01/01/2020,09/23/2023,TX,Guadalupe County,2,48,187,48187,Distribution of all-cause deaths (%),4196,350,0.663,0.067,,0.007,,0.257,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Guadalupe County,2,48,187,48187,Distribution of COVID-19 deaths (%),4196,350,0.5,0.063,,,,0.429,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Guadalupe County,2,48,187,48187,Distribution of population (%),4196,350,0.488,0.079,0.003,0.018,0.002,0.388,0.021,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Hale County,5,48,189,48189,Distribution of all-cause deaths (%),1047,165,0.574,0.038,,,,0.379,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hale County,5,48,189,48189,Distribution of COVID-19 deaths (%),1047,165,0.358,,,,,0.594,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hale County,5,48,189,48189,Distribution of population (%),1047,165,0.323,0.049,0.004,0.005,0.001,0.61,0.009,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Harris County,1,48,201,48201,Distribution of all-cause deaths (%),135110,13913,0.481,0.234,0.001,0.047,0.001,0.234,0.003,Large central metro,
09/27/2023,01/01/2020,09/23/2023,TX,Harris County,1,48,201,48201,Distribution of COVID-19 deaths (%),135110,13913,0.36,0.182,0.001,0.046,0.001,0.408,0.003,Large central metro,
09/27/2023,01/01/2020,09/23/2023,TX,Harris County,1,48,201,48201,Distribution of population (%),135110,13913,0.283,0.19,0.002,0.072,0,0.438,0.014,Large central metro,
09/27/2023,01/01/2020,09/23/2023,TX,Hays County,2,48,209,48209,Distribution of all-cause deaths (%),5617,524,0.669,0.038,0.002,0.01,,0.276,0.004,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hays County,2,48,209,48209,Distribution of COVID-19 deaths (%),5617,524,0.46,0.04,,,,0.487,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hays County,2,48,209,48209,Distribution of population (%),5617,524,0.52,0.039,0.003,0.017,0.001,0.403,0.017,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Henderson County,5,48,213,48213,Distribution of all-cause deaths (%),3646,273,0.919,0.047,,,,0.03,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Henderson County,5,48,213,48213,Distribution of COVID-19 deaths (%),3646,273,0.868,0.051,,,,0.066,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Henderson County,5,48,213,48213,Distribution of population (%),3646,273,0.773,0.061,0.006,0.006,0.001,0.138,0.016,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Hidalgo County,3,48,215,48215,Distribution of all-cause deaths (%),23440,4112,0.144,0.002,,0.003,,0.849,0.001,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hidalgo County,3,48,215,48215,Distribution of COVID-19 deaths (%),23440,4112,0.074,,,,,0.923,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hidalgo County,3,48,215,48215,Distribution of population (%),23440,4112,0.058,0.005,0.001,0.009,0,0.925,0.002,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Hood County,2,48,221,48221,Distribution of all-cause deaths (%),2835,261,0.964,,,,,0.029,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hood County,2,48,221,48221,Distribution of COVID-19 deaths (%),2835,261,0.939,,,,,0.054,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hood County,2,48,221,48221,Distribution of population (%),2835,261,0.832,0.011,0.006,0.008,0.001,0.13,0.012,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Hopkins County,5,48,223,48223,Distribution of all-cause deaths (%),1837,230,0.892,0.07,,,,0.032,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hopkins County,5,48,223,48223,Distribution of COVID-19 deaths (%),1837,230,0.9,0.052,,,,0.048,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hopkins County,5,48,223,48223,Distribution of population (%),1837,230,0.726,0.069,0.006,0.007,0.001,0.176,0.016,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Howard County,5,48,227,48227,Distribution of all-cause deaths (%),1408,128,0.719,0.034,,,,0.24,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Howard County,5,48,227,48227,Distribution of COVID-19 deaths (%),1408,128,0.641,,,,,0.328,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Howard County,5,48,227,48227,Distribution of population (%),1408,128,0.469,0.06,0.007,0.011,0.001,0.44,0.012,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Hunt County,2,48,231,48231,Distribution of all-cause deaths (%),3779,388,0.87,0.07,,0.004,,0.052,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hunt County,2,48,231,48231,Distribution of COVID-19 deaths (%),3779,388,0.845,0.057,,,,0.098,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Hunt County,2,48,231,48231,Distribution of population (%),3779,388,0.698,0.078,0.008,0.014,0.001,0.184,0.018,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Jefferson County,3,48,245,48245,Distribution of all-cause deaths (%),13528,1597,0.654,0.281,,0.012,,0.051,0.001,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Jefferson County,3,48,245,48245,Distribution of COVID-19 deaths (%),13528,1597,0.673,0.229,,0.008,,0.087,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Jefferson County,3,48,245,48245,Distribution of population (%),13528,1597,0.387,0.333,0.003,0.038,0,0.224,0.013,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Jim Wells County,5,48,249,48249,Distribution of all-cause deaths (%),1431,150,0.246,0.008,,,,0.745,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Jim Wells County,5,48,249,48249,Distribution of COVID-19 deaths (%),1431,150,0.227,,,,,0.753,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Jim Wells County,5,48,249,48249,Distribution of population (%),1431,150,0.178,0.007,0.003,0.005,0,0.802,0.004,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Johnson County,2,48,251,48251,Distribution of all-cause deaths (%),4335,309,0.893,0.029,,0.004,0.003,0.068,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Johnson County,2,48,251,48251,Distribution of COVID-19 deaths (%),4335,309,0.848,,,,,0.117,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
